,pid,name,collaborative,modified_at,num_tracks,num_albums,num_followers,num_edits,duration_ms,num_artists,description
496,4496,throwback,false,1506729600,78,63,1,18,18699227,46,
497,4497,chill,false,1508803200,54,39,1,5,12214712,31,
498,4498,*relax*,false,1509408000,188,160,1,90,41148082,123,
499,4499,Think,false,1468886400,22,20,1,3,5633687,16,
500,4500,Happy Hour,false,1492819200,16,12,1,7,3939498,10,
501,4501,Portuguese,true,1471046400,74,54,1,20,14830693,33,
502,4502,Top 40,true,1402358400,19,19,1,5,4271728,19,
503,4503,los bukis,false,1427932800,60,20,4,3,13649422,4,
504,4504,Happy Time!,false,1485993600,160,138,3,73,34234819,123,
505,4505,rock,false,1508630400,168,138,1,16,45307545,83,
506,4506,Nat,false,1444176000,20,18,1,3,5040872,16,
507,4507,more,false,1385424000,46,8,1,3,9398500,6,
508,4508,feelings,false,1500076800,62,55,2,23,14247013,47,
509,4509,april,false,1493510400,43,21,1,10,9486927,17,
510,4510,CARter,false,1473724800,84,71,6,28,20302492,59,
511,4511,SE,false,1463529600,141,120,1,6,33568773,99,
512,4512,childhood,false,1496275200,19,6,1,6,3636047,3,
513,4513,A Bailar!!,false,1499817600,168,75,1,30,46074570,27,
514,4514,Chill,false,1494115200,79,65,2,25,18667044,53,
515,4515,Don't Stop Me Now,false,1509148800,108,95,1,35,25263293,68,
516,4516,feels,false,1503705600,19,18,1,5,4831499,18,
517,4517,Relax,false,1508716800,78,58,1,34,17496036,49,
518,4518,will,false,1501804800,10,10,1,2,2200243,10,
519,4519,Skrillex,false,1474588800,224,149,4,77,58852424,97,
520,4520,Road Trip,false,1458777600,143,109,1,7,32770690,94,
521,4521,Rap,false,1509321600,210,192,1,104,47869904,156,
522,4522,LITTY,false,1508198400,32,32,1,4,6926249,23,
523,4523,Jesus,false,1434672000,33,27,1,7,8822752,18,
524,4524,Indian Summer,false,1470441600,43,37,1,11,10539276,28,
525,4525,Party,false,1463702400,123,102,1,15,27529749,87,
526,4526,workout ,false,1508198400,62,57,2,29,13241574,50,
527,4527,Summer,false,1428710400,111,94,1,41,24052377,82,
528,4528,Birthday,false,1474761600,112,85,2,6,24380116,66,
529,4529,painting,false,1477785600,51,43,5,2,13698104,38,
530,4530,Halloween Playlist ,false,1444521600,136,47,1,5,28904630,41,
531,4531,Parents,true,1369440000,22,22,3,2,5104239,21,
532,4532,party songs,false,1491264000,6,6,1,3,1374884,6,
533,4533,BVB,false,1410566400,22,22,2,2,5518354,22,
534,4534,Classic,false,1454371200,20,17,1,7,5183872,15,
535,4535,Study,false,1509408000,123,104,2,83,35838940,72,
536,4536,AM,false,1499385600,22,19,1,10,6594290,12,
537,4537,worship,false,1489104000,59,47,1,28,18429303,35,
538,4538,bubbly,false,1497830400,35,33,4,11,7771942,32,goes great with dim light and sleepiness. p.s. for some pizazze add in the person you love and chilling
539,4539,metal,false,1410825600,55,43,1,4,14666827,15,
540,4540,Country,false,1505606400,60,42,2,12,13475351,18,
541,4541,Anything Goes,false,1497916800,53,50,1,10,11669707,42,
542,4542,Pump Up,false,1504569600,14,14,1,11,3591836,13,
543,4543,Groove,false,1430352000,56,40,2,16,14831118,26,
544,4544,rap workout,false,1507680000,86,75,1,52,20232438,44,
545,4545,disney songs,false,1489536000,22,12,3,4,3871777,18,
546,4546,Flying,false,1444694400,72,65,1,28,19454766,55,
547,4547,Party,false,1487376000,53,50,6,19,12180545,44,
548,4548,turn up,false,1459641600,30,29,4,15,6836566,28,
549,4549,Sneaker Summer Festival Mix,false,1366070400,40,40,1,2,9396939,40,
550,4550,Tiff,false,1415404800,55,52,1,9,13262482,50,
551,4551,Vintage,false,1506643200,40,40,3,4,10053132,32,
552,4552,Sleep,false,1509235200,213,182,4,127,49191992,149,
553,4553,OPM ,false,1505865600,106,76,29,9,27424883,44,
554,4554,CHILL,false,1488758400,113,91,3,34,25760667,71,
555,4555,Angst,false,1480118400,158,20,1,2,35053652,4,
556,4556,<3,false,1478390400,38,35,1,13,8564539,31,
557,4557,BED,false,1365292800,15,11,2,7,3665084,8,
558,4558,#TBT,false,1449187200,79,47,1,3,19600680,24,
559,4559,Current,false,1473638400,222,189,1,72,52203621,164,
560,4560,Lit Tunes,false,1509235200,163,68,2,53,34881500,45,
561,4561,SKA,false,1499472000,188,102,1,20,36766702,63,
562,4562,PARTY PLAYLIST,false,1420156800,53,44,1,4,11822830,37,
563,4563,jan,false,1455235200,30,30,1,3,7394823,30,
564,4564,soothing ,false,1489968000,26,24,3,22,5481549,16,
565,4565,regueton,false,1504137600,59,43,1,11,13589289,26,
566,4566,J. Cole,false,1445299200,8,5,1,5,2128731,3,
567,4567,Slow Motion,false,1393372800,28,16,1,4,6813970,12,
568,4568,daily ,false,1507593600,62,50,1,15,12961260,32,
569,4569,Show Tunes,false,1475280000,38,38,1,28,8434394,38,
570,4570,Reggae,false,1504310400,112,81,1,34,24726927,41,
571,4571,LEXI,false,1450051200,8,7,1,2,1813336,8,
572,4572,Isaac,false,1476489600,80,49,2,10,18051008,40,
573,4573,Jon Bellion ,false,1508544000,21,9,1,14,4837527,6,
574,4574,Study music,false,1421798400,11,8,1,7,3057283,7,
575,4575,Feels,false,1506816000,79,77,3,57,18072698,69,It&#x27;s definitely okay
576,4576,Mellow Out,false,1509235200,84,61,1,14,21255628,49,
577,4577,nat.,false,1509235200,108,100,1,29,23302987,89,
578,4578,Now,false,1507507200,120,110,1,67,25960340,89,
579,4579,Feel Good,false,1508630400,153,118,1,45,39428549,80,
580,4580,Drake,false,1505433600,19,13,1,9,4142920,10,
581,4581,Driving,false,1399766400,44,30,1,7,11204715,17,
582,4582,Workout,false,1509062400,120,95,1,37,27140445,75,
583,4583,Stuff,false,1475193600,115,73,1,14,27815389,53,
584,4584,classics,false,1492128000,72,72,1,10,17463223,65,
585,4585,Jewish,false,1493251200,22,21,1,7,3521390,21,
586,4586,EDM,false,1482969600,115,88,1,56,27730790,60,
587,4587,sweet love ,false,1496448000,38,34,1,10,9622890,32,
588,4588,Work Tunes!,false,1477267200,113,100,3,6,25119188,98,
589,4589,Classical,false,1485820800,18,17,2,9,8990590,16,
590,4590,90s,false,1495929600,54,37,1,12,13917731,26,
591,4591,Ayyyy,false,1461888000,229,126,1,38,56288491,81,
592,4592,winter '15,false,1465084800,44,41,2,16,10154863,37,
593,4593,Play It Again,false,1431475200,66,59,1,8,14974311,53,
594,4594,Cool,false,1444780800,17,11,1,3,4043638,8,
595,4595,belt it,false,1496016000,53,47,1,12,13309837,38,
596,4596,Country Favs,false,1508803200,18,17,1,5,3889302,12,
597,4597,Electroswing,false,1504569600,10,8,1,4,2500666,4,
598,4598,Gud,false,1508630400,133,53,1,41,28997595,35,
599,4599,ski,false,1483142400,39,35,1,3,9480321,32,
600,4600,RECEPTION,false,1483228800,29,26,6,4,6770119,20,
601,4601,JESUS,false,1508630400,40,36,2,28,12674470,22,
602,4602,Modern Country,false,1480118400,130,83,2,28,29612363,42,
603,4603,vibe,false,1508889600,45,30,1,17,10719641,25,
604,4604,Oct 17,false,1413504000,20,18,1,2,4250441,16,
605,4605,Oldies,false,1509062400,9,8,1,7,1469154,8,
606,4606,Spirit,false,1506470400,172,125,1,78,45816682,89,
607,4607,fire,false,1508544000,108,95,1,68,24118207,73,
608,4608,eden,false,1454025600,18,13,1,2,5121973,4,
609,4609,run run,false,1504483200,26,24,1,9,5621011,23,
610,4610,chill,false,1506988800,62,58,1,8,14573898,53,
611,4611,hip hop!,false,1509408000,172,91,5,71,41164809,51,
612,4612,Thailand,false,1397520000,37,30,2,6,8866406,28,
613,4613,Gospel,false,1470614400,25,24,1,4,8092239,20,
614,4614,stoney,false,1509148800,49,42,1,39,12735072,31,
615,4615,Christmas Music ,false,1418083200,108,18,1,4,22459429,16,
616,4616,April 2017,false,1493164800,14,14,1,8,2971221,13,
617,4617,My favorite,false,1508371200,83,35,2,24,19255459,10,
618,4618,poppy ,false,1508198400,37,32,1,25,7672924,26,
619,4619,lit,false,1509235200,152,118,1,38,35057325,79,
620,4620,new playlist 1,false,1485993600,63,58,1,42,15305770,55,
621,4621,navidad,false,1450569600,43,8,1,2,9178276,6,
622,4622,relaxing ,false,1464739200,16,14,1,3,3684357,12,
623,4623,caroline,false,1458604800,55,49,1,25,12926161,42,
624,4624,depressed,false,1499126400,35,33,1,18,8070511,33,
625,4625,Road Trip,false,1508889600,48,47,1,5,11354292,44,
626,4626,Musica,false,1494720000,69,31,1,3,14118318,31,
627,4627,seasons:),false,1503619200,42,40,2,24,9379624,35,
628,4628,90s,false,1490227200,64,44,1,6,16482164,21,
629,4629,Dance,false,1460160000,20,20,1,10,4315113,18,
630,4630,JAMM,false,1485043200,156,142,4,56,36022035,114,
631,4631,Jim,false,1508284800,89,71,1,18,21597200,43,
632,4632,country ,false,1508371200,79,65,1,19,16966104,40,
633,4633,☹️,false,1493769600,24,7,1,2,4544427,3,
634,4634,Especiales,false,1506124800,111,92,1,54,25345666,64,
635,4635,January,false,1485734400,29,29,1,12,6381017,29,
636,4636,September 2016,false,1478044800,243,111,1,35,57811312,100,
637,4637,ROCK OUT,false,1493510400,183,137,1,30,44048001,118,
638,4638,'Merica,false,1493337600,125,93,2,63,28340416,63,
639,4639,All songs,false,1509408000,187,136,1,103,41404623,88,
640,4640,Rap,false,1508544000,168,94,1,48,37667638,66,
641,4641,Country music,true,1431561600,40,33,1,3,8751211,26,
642,4642,chill,false,1507593600,138,88,2,26,34556243,74,
643,4643,Rock en Español,false,1497484800,187,119,1,13,46494701,51,
644,4644,litty titty,false,1508630400,109,102,5,22,25385419,81,
645,4645,Whoop Whoop,false,1500076800,132,106,1,78,31863908,79,
646,4646,crossfit ,false,1482278400,135,92,1,10,28932092,70,
647,4647,breezy.,false,1378080000,18,15,1,6,4263417,12,
648,4648,goods,false,1506211200,47,43,1,40,11746445,40,
649,4649,Epic Soundtracks,false,1439769600,111,9,1,5,32234136,7,
650,4650,Studying,false,1507075200,18,17,1,5,3291275,11,
651,4651,Rock Hard,false,1377216000,77,68,1,13,19136136,43,
652,4652,Pop,false,1489017600,179,47,1,9,40771635,22,
653,4653,Summer 2016,false,1475712000,61,52,2,27,16024552,45,
654,4654,Sampler,false,1484870400,30,20,1,2,7663352,17,
655,4655,Summer 2015!!,false,1437091200,23,23,1,6,5226517,22,
656,4656,Metal,false,1489795200,133,14,1,5,28672748,7,
657,4657,RAGE,false,1501545600,67,60,1,32,17208852,48,
658,4658,Country,false,1409875200,16,7,1,6,4110263,5,
659,4659,chill,false,1465171200,65,54,6,13,15595916,39,
660,4660,5SOS,false,1446249600,105,15,1,9,22515368,5,
661,4661,Bruno Mars,false,1492214400,34,7,3,7,7717007,3,
662,4662,chillin,false,1485043200,170,108,2,16,41675548,61,
663,4663,Drizzy,false,1486166400,42,32,1,5,10116962,17,
664,4664,vibing,false,1495497600,8,8,1,6,1826977,8,
665,4665,Old songs,false,1430784000,42,39,2,14,9861569,33,
666,4666,Theatre,false,1507852800,50,14,1,26,10473380,32,
667,4667,chill,false,1505606400,52,49,3,9,10939399,41,
668,4668,New Songs,false,1441929600,10,10,2,5,3249954,8,
669,4669,lyrical ,false,1505260800,14,14,1,4,3307425,9,
670,4670,stuff,false,1414108800,14,11,1,3,2777525,10,
671,4671,Country,false,1467936000,37,31,1,16,8026483,22,
672,4672,Mellow,false,1506816000,86,71,1,49,22000829,62,
673,4673,Chill Out,false,1500336000,103,93,1,29,24269823,78,
674,4674,Hindi,false,1456358400,11,6,1,7,2647345,9,
675,4675,silver,false,1507248000,32,31,1,9,6680057,22,
676,4676,Jazz,false,1468108800,34,28,1,14,6937871,15,
677,4677,Forward,false,1488931200,25,25,2,21,6068384,25,
678,4678,April '17,false,1492300800,27,27,1,20,5927415,27,
679,4679,2015,false,1448409600,46,43,1,36,10432489,42,
680,4680,charlie,false,1509408000,15,14,1,2,3923489,11,
681,4681,Wedding Reception,false,1421798400,44,38,1,5,10049623,31,
682,4682,Castle,false,1491004800,11,10,1,11,2401258,7,
683,4683,dishes,false,1506297600,126,110,1,31,30195030,81,
684,4684,Yee Yee ,false,1493337600,147,63,1,9,33891268,46,
685,4685,Jams,false,1484352000,98,84,1,32,22056933,67,
686,4686,Indie,false,1508371200,177,144,3,72,40762818,107,
687,4687,Christmas,false,1482624000,67,40,1,17,12163650,31,
688,4688,ehhh,false,1507852800,16,6,1,3,3501033,6,
689,4689,Workout,false,1505088000,185,155,1,79,45578620,90,
690,4690,twerk,false,1370304000,13,12,1,3,2963955,11,
691,4691,Rap,false,1496966400,103,69,2,24,25176140,44,
692,4692,Beach,false,1473552000,62,52,1,11,14601853,37,
693,4693,hype,false,1472774400,33,26,2,7,7908024,16,
694,4694,MT,false,1369526400,139,130,1,5,29126999,104,
695,4695,FEEL GOOD JAMS,false,1463529600,21,21,1,13,4668608,20,
696,4696,Fall 2013,false,1386115200,41,39,1,6,9856064,38,
697,4697,Disco,false,1506297600,25,22,1,8,6496820,19,
698,4698,Good Vibes,false,1448150400,105,100,1,47,24085016,95,
699,4699,Workout 2016,false,1481328000,18,16,1,4,4284840,16,
700,4700,country 2,false,1490227200,124,82,1,9,26231251,51,
701,4701,Latin Party,false,1508371200,81,67,5,32,20001131,54,Para latinos en el exilio...
702,4702,best playlist ever,false,1508198400,99,87,1,6,23903538,70,
703,4703,Uno,false,1495324800,69,19,1,6,15681569,9,
704,4704,Hip Hop ,false,1491523200,15,9,1,5,4215169,6,
705,4705,Falling In Love,false,1507075200,113,98,1,11,25368185,76,
706,4706,--,false,1445904000,131,85,1,95,31364722,60,
707,4707,Oldies,false,1508457600,7,7,1,4,1665678,7,
708,4708,car,false,1489190400,39,34,1,11,8575950,31,
709,4709,Sleep 2,false,1507766400,82,66,1,59,21760164,44,
710,4710,Dad music,false,1490313600,63,58,1,12,16417467,44,
711,4711,edm,false,1475798400,39,38,1,29,9668559,36,
712,4712,Vibezz,false,1495843200,29,28,1,4,6938765,26,
713,4713,in the clouds,false,1494720000,81,66,1,18,18557334,54,
714,4714,Bhajans,false,1410220800,39,20,2,4,19916000,13,
715,4715,Country Favs,false,1507507200,64,40,1,15,13941106,30,
716,4716,80's,false,1392854400,78,74,1,8,20677361,64,
717,4717,Chill,false,1435449600,55,14,1,2,12809802,6,
718,4718,SUMMER '15,false,1448582400,167,134,6,56,37437774,114,
719,4719,Roadtrip,false,1500854400,27,25,1,2,6570535,24,
720,4720,inspired,false,1385164800,96,79,3,19,22240527,72,
721,4721,Hawaii,false,1455926400,14,5,1,2,3031663,3,
722,4722,Vintage,false,1508112000,30,26,1,3,7651591,14,
723,4723,coldplay,false,1415145600,9,7,1,5,2513170,3,
724,4724,fall/winter,false,1451520000,36,35,2,26,8016125,35,
725,4725,Refresh,false,1483833600,12,10,1,7,3136804,5,
726,4726,Dinner,false,1408492800,24,24,1,3,5894205,23,
727,4727,90's rap,false,1443139200,20,14,1,2,5215158,10,
728,4728,Bangers,false,1457136000,124,95,3,47,28902291,67,
729,4729,running,false,1509148800,82,73,2,57,18450415,68,
730,4730,throwback jams,false,1509062400,64,61,1,11,14826279,49,
731,4731,SUM17,false,1500854400,63,58,1,30,13590233,54,
732,4732,Roadtrip 🚗,false,1499817600,54,48,1,5,12870481,42,
733,4733,jazzy,false,1509148800,30,30,2,2,6543181,27,
734,4734,Country ,false,1451779200,223,152,3,4,48199560,70,
735,4735,Spring 2017,false,1496620800,82,80,1,26,18556991,76,
736,4736,bump,false,1482019200,54,42,1,24,12570494,34,
737,4737,cool,false,1507334400,126,104,1,36,30126134,80,
738,4738,Summer sounds ,false,1402012800,5,5,1,2,1231799,4,
739,4739,house playlist,false,1449446400,49,48,4,4,11997175,48,
740,4740,Warriors,false,1438560000,43,38,1,23,10232132,34,
741,4741,Old school,false,1503705600,135,80,5,16,37657460,47,
742,4742,workout,false,1442880000,44,43,1,6,9992378,36,
743,4743,Summer Driving,false,1501286400,101,75,1,44,21425412,45,
744,4744,Happy Music,false,1407542400,17,16,1,7,4361859,14,
745,4745,rap,false,1457827200,23,18,1,5,5689905,12,i stole most of this from derek null
746,4746,For the Soul,false,1504915200,106,83,1,15,18978219,54,
747,4747,Happy.,false,1382486400,67,58,4,43,15388128,54,
748,4748,April,false,1432944000,123,92,1,16,30475842,79,
749,4749,Chill Hip-Hop,false,1497312000,34,26,1,8,8482698,21,
750,4750,country,false,1379203200,31,24,1,8,6738377,19,
751,4751,2014,false,1433203200,119,106,1,79,30836827,90,
752,4752,Pump Up,false,1509235200,25,25,1,17,5334197,23,
753,4753,J A M S,false,1473638400,81,76,2,11,18113649,68,
754,4754,Mellow,false,1501545600,59,50,1,41,15675587,43,
755,4755,oldiesss,false,1492387200,21,21,1,5,4944069,16,
756,4756,Club ,false,1463443200,5,5,1,4,1147678,5,
757,4757,XMAS!!!!,false,1505779200,50,41,1,9,9185748,43,
758,4758,For Dad,false,1402790400,17,12,2,2,4361088,13,
759,4759,OLD SCHOOL,false,1459900800,20,18,1,8,5325404,16,
760,4760,Noosa Tastiest Playlist,false,1473465600,16,16,1,2,3848468,16,
761,4761,for the girls,false,1508284800,99,85,2,28,21199161,69,
762,4762,Ludacris,false,1493251200,36,16,1,3,8594041,3,
763,4763,wedding ,true,1490486400,73,68,1,16,17053933,62,
764,4764,Country,false,1495756800,38,25,1,13,8446241,17,
765,4765,Work Out,false,1464652800,14,13,1,2,2980066,12,
766,4766,home,false,1507507200,36,35,1,8,8414667,27,
767,4767,Chill,false,1464739200,81,69,4,10,19115235,54,
768,4768,Summer 2017,false,1505779200,129,106,1,46,28055376,84,
769,4769,You and Me,true,1463270400,19,18,1,18,4288218,16,
770,4770,My Songs,false,1508544000,11,11,1,7,2246297,11,
771,4771,Country,false,1508889600,94,69,1,19,21129298,38,
772,4772,roadtrip ,false,1457654400,33,27,1,4,7892113,23,
773,4773,summer 2015,false,1433548800,12,8,1,3,2889926,7,
774,4774,Old skool,false,1492214400,59,35,1,11,15838572,18,
775,4775,Latin Vibes,false,1509062400,88,77,3,61,19675489,56,
776,4776,Passion,false,1368403200,144,21,1,2,42898555,12,
777,4777,K-pop,false,1409616000,15,11,1,4,2794420,6,
778,4778,Jordan,false,1396915200,25,25,1,2,6330822,24,
779,4779,june,false,1498867200,60,35,1,12,12737581,28,
780,4780,sculpt,false,1485648000,19,19,1,10,4170515,18,
781,4781,panic,false,1498953600,50,9,2,12,10537566,4,
782,4782,HAPPY,false,1509408000,20,19,1,14,4300280,18,
783,4783,Chill Tunes,false,1496016000,176,141,1,34,38917985,113,
784,4784,You Don't Own Me,false,1475798400,39,37,1,21,8578513,31,
785,4785,Mello,false,1507334400,85,70,2,29,20364647,57,
786,4786,may,false,1494374400,13,13,1,5,2885365,13,
787,4787,Baseball,false,1461369600,13,13,1,2,2996664,12,
788,4788,Inside Out: So Emotional,false,1435795200,20,20,1,2,4768767,20,
789,4789,Wedding Songs,false,1403308800,81,78,1,8,18317879,70,
790,4790,jam,false,1506988800,142,99,2,20,31668426,78,
791,4791,wut,false,1507334400,40,34,1,9,8941150,26,
792,4792,Hurricane,false,1507334400,23,23,1,3,6103027,22,
793,4793,🌸🌸🌸,false,1505174400,64,53,2,8,14080679,42,
794,4794,Addiction,false,1389398400,16,16,1,2,3904724,16,
795,4795,Hip to the Hop,false,1508803200,100,56,2,67,24525579,31,
796,4796,shower ,false,1508457600,36,34,1,4,8143820,33,
797,4797,Shmood,false,1508889600,21,19,1,11,4766158,17,
798,4798,Classics,false,1498262400,38,36,1,3,9367869,32,
799,4799,Old School,false,1440547200,12,12,1,2,2515849,10,
800,4800,stuff,false,1472428800,77,45,1,5,16791556,34,
801,4801,bump,false,1497312000,63,36,1,17,14496883,25,
802,4802,2016 favorites,false,1473811200,14,14,1,4,3591320,14,
803,4803,Road Trip!,false,1482883200,178,159,1,9,39409116,127,
804,4804,christian,false,1408060800,104,72,1,26,27845148,33,
805,4805,chills,false,1392940800,40,31,1,8,9879303,20,
806,4806,Shake It Off!,false,1494115200,47,44,1,19,11062505,35,
807,4807,Country,false,1492300800,110,84,1,4,25010850,47,
808,4808,SoundHound,false,1508803200,40,39,1,36,9512480,38,
809,4809,Soul,false,1458086400,12,12,1,4,2749674,10,
810,4810,Work Songs!,false,1503619200,57,50,1,24,12549594,43,
811,4811,lol,false,1507075200,46,42,1,3,10058299,34,
812,4812,Lit,false,1480723200,54,40,1,31,12416642,29,
813,4813,Slow mix,false,1508198400,164,103,1,53,39481635,67,
814,4814,Money,false,1501891200,147,60,2,34,40077369,37,
815,4815,Sh.,false,1469404800,38,36,2,19,10076042,28,
816,4816,oldies,false,1492128000,36,34,1,12,8299182,26,
817,4817,litty,false,1492128000,139,95,1,9,32578437,60,
818,4818,Rap,false,1507593600,27,22,4,17,6558605,18,
819,4819,Rocket League,true,1508544000,33,31,2,29,7577379,25,
820,4820,2017,false,1506643200,32,29,1,14,7486983,28,
821,4821,Gaming,false,1488499200,52,51,1,13,10871182,47,
822,4822,mi musica,false,1489104000,40,30,2,14,9370012,27,
823,4823,jams,false,1491004800,14,14,1,13,3003618,13,
824,4824,Beachy,false,1437436800,81,37,1,15,19105931,29,
825,4825,pump up music,false,1484092800,33,32,1,3,7864407,31,
826,4826,Timber,false,1390780800,9,9,1,5,1945592,9,
827,4827,New Country,false,1484784000,25,22,3,2,6198180,17,
828,4828,Best mix,false,1428019200,72,60,1,4,17717720,54,
829,4829,ps,false,1467590400,34,31,1,5,9266452,19,
830,4830,*Boom*,false,1509062400,143,133,1,75,30895175,113,
831,4831,Creep,false,1481932800,22,20,2,10,5252961,15,
832,4832,church,false,1499817600,25,17,1,6,8256168,13,
833,4833,☀️,false,1474070400,250,179,1,12,55087750,147,
834,4834,Poolside,false,1463097600,79,68,2,5,17021681,37,
835,4835,Prayer,false,1413331200,15,10,1,3,4883044,5,
836,4836,CHILL,false,1492128000,85,56,2,35,21039703,38,
837,4837,Yoga 2,false,1397692800,12,11,1,2,3362130,11,
838,4838,soft,false,1508889600,22,20,4,17,4382654,19,
839,4839,download,false,1506556800,48,42,1,23,9298787,30,
840,4840,Game of Thrones,false,1497052800,9,7,1,3,1910374,3,
841,4841,Party Playlist,false,1503187200,102,62,1,4,22933260,40,
842,4842,90s country,false,1374537600,48,32,1,3,9736583,18,
843,4843,HYPE,false,1494806400,49,46,1,24,10268989,39,
844,4844,Music,false,1505606400,41,35,1,31,9475136,27,
845,4845,Irish,false,1494374400,25,14,1,5,4982737,4,
846,4846,The Feel-Good Flavors Playlist,false,1377043200,40,40,1,2,8667867,40,
847,4847,loud,false,1428019200,22,21,4,2,6311887,20,
848,4848,deadmau5,false,1460764800,21,19,1,3,4927300,12,
849,4849,New rap,false,1448409600,24,17,1,4,5714311,16,
850,4850,Running,false,1499385600,34,32,1,5,6971801,30,
851,4851,rich,false,1509235200,132,89,2,38,29579987,56,
852,4852,Summer 15,false,1442102400,85,73,1,37,23079802,64,
853,4853,Rock,false,1496966400,28,25,1,2,7455886,14,
854,4854,Mask Off,false,1490313600,22,20,1,8,4779084,14,
855,4855,hip hop ,false,1508544000,57,30,1,20,12013314,20,
856,4856,Jammin,false,1509408000,129,107,1,102,28755074,87,
857,4857,panda,false,1487721600,15,12,1,11,3285112,11,
858,4858,Fall Feels,false,1473897600,17,17,2,5,3956899,17,
859,4859,Wifey,false,1464566400,200,33,1,3,50233859,19,
860,4860,Disney/Pixar,false,1430870400,31,17,1,2,5980982,23,
861,4861,Christmas Jazz,false,1482105600,28,10,2,6,7997732,6,
862,4862,Favs❤️,false,1509321600,200,164,1,78,43535135,129,
863,4863,pump up,false,1508976000,23,18,2,9,4934223,16,
864,4864,Litmas ,false,1481587200,50,49,3,12,11371204,43,
865,4865,1999,false,1490227200,32,17,2,7,8830280,13,
866,4866,rappp,false,1507248000,140,110,1,41,32121281,82,
867,4867,60s,false,1447545600,9,9,1,2,1602132,3,
868,4868,classic bangers,false,1508716800,88,83,1,5,19578221,66,
869,4869,Synth,false,1505088000,69,39,1,30,18021932,27,"Run, jump, soar, dance."
870,4870,Songs that make me happy,false,1462579200,39,38,1,29,10216305,36,
871,4871,1993,false,1424908800,35,26,1,4,9140884,24,
872,4872,Youth,false,1494979200,6,4,3,2,1246208,3,
873,4873,alternative rock,false,1500595200,215,115,1,63,48087085,75,
874,4874,take it easy,false,1500768000,17,17,1,4,3914222,17,
875,4875,celtic,false,1504310400,19,15,1,12,4001823,11,
876,4876,Soul train,false,1401408000,8,7,1,5,2175797,6,
877,4877,playlist one,false,1447200000,11,9,1,3,2752770,9,
878,4878,Disney Songs,false,1498780800,173,29,1,13,30875543,91,
879,4879,Bonnaroo 2017,false,1490227200,72,39,1,3,17001103,19,
880,4880,Trapsoul ,false,1477180800,104,46,1,25,24462920,33,
881,4881,oh yes,false,1508803200,52,36,1,22,11316914,28,
882,4882,Blossom,false,1503792000,66,38,2,3,15182699,16,
883,4883,The Boys,false,1509148800,113,73,1,50,24629882,40,
884,4884,indie,false,1507507200,43,39,1,17,9497474,35,
885,4885,✌��,false,1486252800,18,16,1,2,4229452,14,
886,4886,Vibin',false,1488844800,106,84,2,43,24944420,61,
887,4887,karaoke,false,1508630400,203,195,3,117,48932454,171,
888,4888,Justin ,true,1435795200,30,21,1,7,7724250,8,
889,4889,good stuff,false,1424995200,20,18,1,3,5464126,17,
890,4890,Jesus Music,false,1502150400,152,99,1,60,43464957,61,
891,4891,Indie Pop!,false,1416528000,40,37,2,2,8871472,35,
892,4892,80s,false,1508457600,109,91,1,18,28182914,64,
893,4893,CHEVERE,false,1452729600,47,37,6,13,11153885,32,
894,4894,ViBe$,false,1497657600,58,43,1,9,13225833,36,
895,4895,Blast from the past,false,1445817600,5,5,1,3,1190373,5,
896,4896,Chilllllll,false,1492905600,50,28,1,12,16647014,25,
897,4897,At Home,false,1509321600,150,135,2,110,33814354,111,
898,4898,Em,false,1497139200,94,67,1,49,22432509,53,
899,4899,CHILL VIBES,false,1509235200,7,7,1,3,1426308,6,
900,4900,Get pumped,false,1508889600,43,41,1,17,9934683,38,
901,4901,bag ,false,1499299200,39,33,1,5,9413628,23,
902,4902,Riding music,false,1505174400,237,164,1,40,62981036,105,
903,4903,Spanish,false,1443225600,14,13,1,7,3408195,9,
904,4904,Tunes,false,1478044800,198,171,8,49,44791561,130,
905,4905,movies,false,1503014400,30,13,3,10,5522065,24,who knew dwayne the rock johnson could sing
906,4906,hazy,false,1493078400,9,9,1,6,1886245,9,
907,4907,new,false,1456531200,69,69,1,32,15771883,66,
908,4908,2017,false,1509408000,57,50,1,37,12600752,49,
909,4909,Wedding Morning,false,1460678400,204,170,1,2,44787788,139,
910,4910,Born to Run,false,1502755200,49,41,1,8,11757445,26,
911,4911,coast to coast,false,1444089600,22,21,1,5,5065680,21,
912,4912,Fam,false,1488326400,34,33,1,4,7510476,30,
913,4913,summer '17,false,1504828800,44,40,1,16,9385917,39,
914,4914,OPM,false,1490832000,41,30,1,19,10570929,20,
915,4915,August 2014,false,1406419200,11,11,1,2,2281104,11,
916,4916,old jams,false,1456185600,49,43,1,19,11496112,30,
917,4917,Pre Ceremony,false,1463184000,25,23,1,4,5712219,17,
918,4918,sad boi,false,1475798400,15,7,1,3,3048780,4,
919,4919,ITunes,true,1505779200,183,75,1,50,40414020,44,
920,4920,bae,false,1504915200,115,96,1,24,27814252,76,
921,4921,tops,false,1502496000,53,47,1,6,13211169,39,
922,4922,Stressed Out,false,1509235200,125,110,1,88,27487805,90,
923,4923,brooklyn,false,1507593600,31,29,1,7,6724153,22,playlist that&#x27;s just as chill as she is
924,4924,texas,false,1509408000,48,38,1,7,11181929,19,
925,4925,Baile,false,1509408000,69,58,1,40,15003871,45,
926,4926,Awesome stuff,false,1503446400,41,30,1,6,9558877,23,
